id,Organisation,Department
74,Brahmaputra Valley Fertilizer Corporation Limited,BVFCL-Finance
74,Brahmaputra Valley Fertilizer Corporation Limited,BVFCL-Production
75,Chief Engineer PWD (WR),Additional CE Agartala
75,Chief Engineer PWD (WR),SE Water Resource Circle No-I Agartala
75,Chief Engineer PWD (WR),SE Water Resource Circle No-III Udaipur
76,"Central Board of Direct Taxes,Dept. of Revenue",Chief Commissioner of Income Tax Madurai
76,"Central Board of Direct Taxes,Dept. of Revenue",Pr. CIT(Central)-1-New Delhi
76,"Central Board of Direct Taxes,Dept. of Revenue",Deputy Commissioner of Income Tax (HQ) Admini Mumbai
76,"Central Board of Direct Taxes,Dept. of Revenue",Principal Chief Commissioner of Income Tax Pune
76,"Central Board of Direct Taxes,Dept. of Revenue",Principal Chief Commissioner of Income Tax- Tamilnadu and Pondicherry
76,"Central Board of Direct Taxes,Dept. of Revenue",Chief Commissioner of Income Tax Indore
76,"Central Board of Direct Taxes,Dept. of Revenue",O/o the Chief Commissioner of Income Tax - Thiruvananthapuram
77,Bhakra Beas Management Board,XEN - ELEC and W/S Sundernagar - 524
77,Bhakra Beas Management Board,XEN - HY. CHN and BG Divn S/nagar - 513
77,Bhakra Beas Management Board,RE - DPH Slapper - 151
77,Bhakra Beas Management Board,XEN - Pong Dam Divn. BBMB Talwara - 611
77,Bhakra Beas Management Board,XEN - O and M Ballabhgarh - 255
77,Bhakra Beas Management Board,XEN - O and M Division Jalandhar - 241
77,Bhakra Beas Management Board,XEN - O and M Panipat - 251
77,Bhakra Beas Management Board,RE - BPHC Nangal - 331
77,Bhakra Beas Management Board,XEN - Mechanical BBMB Talwara - 623
77,Bhakra Beas Management Board,XEN - Nangal Dam Division - 421
77,Bhakra Beas Management Board,XEN - O and M Delhi - 254
77,Bhakra Beas Management Board,XEN - O and M Division BBMB Dhulkote - 243
77,Bhakra Beas Management Board,XEN - R.M. Divn. BBMB Talwara - 612
77,Bhakra Beas Management Board,RE - PPH BBMB Talwara - 361
77,Bhakra Beas Management Board,XEN - BC and Township Division - 451
77,Bhakra Beas Management Board,XEN - Bhakra Dam Division - 423
77,Bhakra Beas Management Board,XEN - Township Division Sundernagar - 512
77,Bhakra Beas Management Board,XEN - Bhakra Mechanical Division Nangal - 412
77,Bhakra Beas Management Board,Director/NHP
77,Bhakra Beas Management Board,XEN - O and M Division BBMB Jagadhri - 252
77,Bhakra Beas Management Board,XEN - BRSC and PD Divn. Sundernagar - 523
77,Bhakra Beas Management Board,Canal Power House Circle Nangal - 340
77,Bhakra Beas Management Board,XEN - CIVIL MTC. - 233
77,Bhakra Beas Management Board,Secretary BBMB - 010
77,Bhakra Beas Management Board,XEN - Pandoh Dam Division Pandoh - 511
77,Bhakra Beas Management Board,XEN - O and M Division Hissar - 244
77,Bhakra Beas Management Board,XEN - O and M Division Bhiwani - 256
77,Bhakra Beas Management Board,XEN - Slapper Division Slapper - 522
77,Bhakra Beas Management Board,XEN - Bhakra Electrical Division Nangal - 411
77,Bhakra Beas Management Board,XEN - Township BBMB Talwara - 621
77,Bhakra Beas Management Board,XEN - O and M Division Jamalpur - 242
77,Bhakra Beas Management Board,Baggi Construction Division No. 1 (Civil Works)
77,Bhakra Beas Management Board,XEN - R.M. and S.R. Division - 422
77,Bhakra Beas Management Board,XEN - O and M Division Kurukshetra - 253
77,Bhakra Beas Management Board,Sr. XEN - 400 KV/TL BBMB Dhulkote - 258
77,Bhakra Beas Management Board,Supdt - Workshop Division Nangal - 414
77,Bhakra Beas Management Board,DIR - P and D (PP) - 110
77,Bhakra Beas Management Board,Secretary Coordination Kaka Nagar Delhi - 011
77,Bhakra Beas Management Board,RE - GWL and KOTLA PH Divn. BBMB Ganguwal - 341
77,Bhakra Beas Management Board,DIR - P and D (TS) - 210
78,Central Council for Research in Unani Medicine - New Delhi,Central Research Institute of Unani Medicine - Hyderabad
79,Central Manufaturing Tehcnology Institute - DHI,NULL
80,Central University of Tamil Nadu,NULL
81,"Chief Engineer, Rural Development Department",Superintending Engineer-1st Circle
81,"Chief Engineer, Rural Development Department","Superintending Engineer Circle-1, CE, RDD"
81,"Chief Engineer, Rural Development Department","Superintending Engineer Circle-2, CE, RDD"
81,"Chief Engineer, Rural Development Department","Superintending Engineer Circle-3, CE, RDD"
81,"Chief Engineer, Rural Development Department",Superintending Engineer - 8th Circle
81,"Chief Engineer, Rural Development Department","Superintending Engineer Circle-4, CE, RDD"
81,"Chief Engineer, Rural Development Department",Superintending Engineer - 4th Circle
81,"Chief Engineer, Rural Development Department",Superintending Engineer - 5th Circle
81,"Chief Engineer, Rural Development Department",Superintending Engineer - 6th Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),North East-II
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Punjab Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Maharashtra Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Tamilnadu Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),UP(EAST) Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Madhya Pradesh Telecom Circle- Bhopal
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Assam Telecom Circle Guwahati
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Odisha Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Northern Telecom Maintenance Region
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Calcutta Telephone District
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),West Bengal Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Western Telecom Region
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Bihar Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Jammu and Kashmir Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Telengana Telecom Circle- Hyderabad
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Northern Telecom Projects
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Gujarat Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Haryana Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Andhra Pradesh Telecom Circle- Vijayawada
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Western Telecom Project
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Rajasthan Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Himachal Pradesh Telecom Circle Shimla
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),North East Task Force Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Karnataka Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Chhattisgarh Telecom Circle- Raipur
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Bharat Ratna Bhim Rao Ambedkar Institute OF Telecom Training - Jabalpur
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Kerala Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Uttarakhand Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Jharkhand Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),BSNL Chennai Telephones District
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),North East-I
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),BSNL Corporate Office- New Delhi
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Andaman and Nicobar Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Southern Telecom Projects
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Broadband Network Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),BSNL Sikkim Telecom Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),Advanced Level Telecom Training Centre Ghaziabad
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),CGM(QA AND I) QA AND Inspection Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),BSNL Telecom Factory - Kolkata Circle
82,Bharat Sanchar Nigam Limited (Govt of India Enterprise),IT Project Circle
83,Chief Engineer PWD (DWS)-Tripura,SE-DWS Circle Agartala PWD (DWS)
83,Chief Engineer PWD (DWS)-Tripura,SE-DWS Ambassa PWD (DWS)
83,Chief Engineer PWD (DWS)-Tripura,SE-DWS Kumarghat PWD (DWS)
84,Cochin Port Trust,Civil Department
84,Cochin Port Trust,Mechanical Department
84,Cochin Port Trust,CPT-Finance Department
84,Cochin Port Trust,General Administration Department
84,Cochin Port Trust,Medical Department
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CE KOLKATA ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE CC AND CE (AF) ALLAHABAD - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CE SILIGURI ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE (NAVY) KOCHI - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE NC AND CE 31 ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SWC AND CE (AF) GANDHINAGAR - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE WC AND CE JALANDHAR ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SC AND CE PUNE ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (CG AND PROJECT) CHENNAI AND CE (CG) GOA - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE CC AND CE BAREILLY ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE( NAVY )MUMBAI - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SC AND CE CHENNAI ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CE (NAVY) VIZAG - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE WC and CE DELHI ZONE-MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (OF and DRDO) AND CE (R and D) SECUNDERABAD - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE (AF) NAGPUR - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE WC AND CE CHANDIGARH ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SWC AND CE JAIPUR JAIPUR - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE NC AND CE LEH ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CE SHILLONG ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE BHOPAL ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE NC AND CE UDHAMPUR ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE NC AND CE (AF) UDHAMPUR - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE JODHPUR ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SWC AND CE BATHINDA ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE WC AND CE PATHANKOT ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE (AF) BANGALORE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SC AND CE (A and N) ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE CC AND CE JABALPUR ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CE (AF) SHILLONG - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE WC and CE(AF) WAC PALAM-MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (OF and DRDO) AND CE (R and D) DELHI- MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE CC AND CE LUCKNOW ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (Projects) and CE (CG) Visakhapatnam - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (PROJECTS) CHENNAI AND CE CHENNAI ZONE - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,DGNP MUMBAI - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (PROJECTS) CHENNAI AND CE (R and D) SECUNDERABAD - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND DGNP (VIZAG) - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CCE (ARMY) NO 1 DINJAN - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,DGMAP - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE EC AND CCE (ARMY ) No 2 MISSAMARI - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,Executive Agency National War Memorial and Museum - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (PROJECTS) CHENNAI AND CE (CG) VISAKHAPATNAM - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (OF and DRDO)  AND CE (R and D) DELHI-  MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CE SC AND CE CHENNAI ZONE  - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,ADG (PROJECTS) CHENNAI AND CE CHENNAI ZONE  - MES
85,E-IN-C BRANCH - MILITARY ENGINEER SERVICES,CESC AND CE BHOPAL ZONE  - MES
86,Cochin Shipyard Limited,ISD-CSL
87,Assam Rifles - MHA,Administration Branch - AR - MHA
87,Assam Rifles - MHA,Engineer Branch - AR - MHA
88,Container Corporation of India Limited,NORTHERN REGION
88,Container Corporation of India Limited,EASTERN REGION
88,Container Corporation of India Limited,NORTH WEST REGION
88,Container Corporation of India Limited,SOUTH CENTRAL REGION
88,Container Corporation of India Limited,WESTERN REGIONS
88,Container Corporation of India Limited,NORTH CENTRAL REGION
88,Container Corporation of India Limited,SOUTHERN REGION
88,Container Corporation of India Limited,CENTRAL REGION
88,Container Corporation of India Limited,CCIL-Corporate Office
89,Assam University Silchar,Cachar - AUS
90,Cotton Corporation of India Limited,NULL
91,Council of Scientific and Industrial Research,NCL Pune
91,Council of Scientific and Industrial Research,CRRI New Delhi
91,Council of Scientific and Industrial Research,IIIM Jammu
91,Council of Scientific and Industrial Research,CGCRI Kolkata
91,Council of Scientific and Industrial Research,AMPRI Bhopal
91,Council of Scientific and Industrial Research,NISCPR-Delhi
91,Council of Scientific and Industrial Research,NAL Bengaluru
91,Council of Scientific and Industrial Research,NPL New Delhi
91,Council of Scientific and Industrial Research,Center for Cellular and Molecular Biology
91,Council of Scientific and Industrial Research,CSIO Chandigarh
91,Council of Scientific and Industrial Research,SERC Chennai
91,Council of Scientific and Industrial Research,IMT Chandigarh
91,Council of Scientific and Industrial Research,IIP Dehradun
91,Council of Scientific and Industrial Research,CMERI Durgapur
91,Council of Scientific and Industrial Research,Central Drug Research Institute
91,Council of Scientific and Industrial Research,NML Jamshedpur
91,Council of Scientific and Industrial Research,CSIR Hqrs. New Delhi
91,Council of Scientific and Industrial Research,NGRI Hyderabad
91,Council of Scientific and Industrial Research,CSIR Madras Complex Chennai
91,Council of Scientific and Industrial Research,Central Electronics Limited
91,Council of Scientific and Industrial Research,IICT Hyderabad
91,Council of Scientific and Industrial Research,NEIST Jorhat
91,Council of Scientific and Industrial Research,NEERI Nagpur
91,Council of Scientific and Industrial Research,CBRI Roorkee
91,Council of Scientific and Industrial Research,CECRI Karaikudi
91,Council of Scientific and Industrial Research,IIP  Dehradun
91,Council of Scientific and Industrial Research,AMPRI  Bhopal
91,Council of Scientific and Industrial Research,CGCRI  Kolkata
91,Council of Scientific and Industrial Research,Center for Cellular and  Molecular Biology
91,Council of Scientific and Industrial Research,SERC  Chennai
91,Council of Scientific and Industrial Research,CIMAP Lucknow
91,Council of Scientific and Industrial Research,NML  Jamshedpur
91,Council of Scientific and Industrial Research,CECRI  Karaikudi
91,Council of Scientific and Industrial Research,NIO Goa
91,Council of Scientific and Industrial Research,CSIR FPI Bengaluru
92,Bhabha Atomic Research Centre,Bhabha Atomic Research Centre Mumbai
92,Bhabha Atomic Research Centre,Bhabha Atomic Research Centre Kalpakkam
92,Bhabha Atomic Research Centre,Bhabha Atomic Research Centre RMP Mysuru
92,Bhabha Atomic Research Centre,Bhabha Atomic Research Centre Visakhapatnam
93,Public Works Roads Department,CE PWD(R) - PWD
93,Public Works Roads Department,Eastern Zone - PWRD
93,Public Works Roads Department,Dhemaji Road Circle
94,Department of Agriculture and Cooperation,National Seeds Corporation Limited
94,Department of Agriculture and Cooperation,Coconut Development Board
94,Department of Agriculture and Cooperation,Directorate of Cashewnut and Cocoa Development
94,Department of Agriculture and Cooperation,National Co-operative Development Corporation
94,Department of Agriculture and Cooperation,National Horticulture Board
95,"Department of Ayurveda, Yoga & Naturopathy,Unani, Siddha and Homoeopathy ( AYUSH)",Morarji Desai National Institute of Yoga
